order,product,collection,workspace_id,article_id,title,url,state,created_at,updated_at
1184,Supervisor Portal,Supervisor Portal - Create &amp; Manage Shared Credentials,e4gi378c,9684906,Supervisor Portal - How to associate users with shared credentials,https://oloid.help/en/articles/9684906-supervisor-portal-how-to-associate-users-with-shared-credentials,published,2024-08-01 07:28:53,2025-05-20 09:19:05
1185,Supervisor Portal,Supervisor Portal - Create &amp; Manage Shared Credentials,e4gi378c,9680203,Supervisor Portal - How to create shared credentials for Windows login,https://oloid.help/en/articles/9680203-supervisor-portal-how-to-create-shared-credentials-for-windows-login,published,2024-07-31 09:42:52,2025-05-20 09:03:14
1186,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9674161,Supervisor Portal - How to delete QR Code for multiple users,https://oloid.help/en/articles/9674161-supervisor-portal-how-to-delete-qr-code-for-multiple-users,published,2024-07-30 08:37:25,2025-05-20 08:48:47
1187,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9673777,Supervisor Portal - How to extend QR Code expiry date for multiple users,https://oloid.help/en/articles/9673777-supervisor-portal-how-to-extend-qr-code-expiry-date-for-multiple-users,published,2024-07-30 06:37:05,2025-05-20 08:46:06
1188,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9673768,Supervisor Portal- How to generate QR Code for multiple users,https://oloid.help/en/articles/9673768-supervisor-portal-how-to-generate-qr-code-for-multiple-users,published,2024-07-30 06:30:06,2025-05-20 08:41:11
1189,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9674159,Supervisor Portal - How to delete QR Code Credential of Users in a Connection,https://oloid.help/en/articles/9674159-supervisor-portal-how-to-delete-qr-code-credential-of-users-in-a-connection,published,2024-07-30 08:36:34,2025-05-20 08:35:12
1190,Supervisor Portal,Supervisor Portal - Videos,e4gi378c,11405969,How to extend QR Code expiry date of Users in a Connection-Video Tutorial,https://oloid.help/en/articles/11405969-how-to-extend-qr-code-expiry-date-of-users-in-a-connection-video-tutorial,published,2025-05-20 08:09:26,2025-05-20 08:20:49
1191,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,11401882,How to create Oloid Account in Supervisor Portal,https://oloid.help/en/articles/11401882-how-to-create-oloid-account-in-supervisor-portal,published,2025-05-19 10:08:11,2025-05-20 05:58:18
1192,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9673763,Supervisor Portal - How to generate QR Code of Users in a Connection,https://oloid.help/en/articles/9673763-supervisor-portal-how-to-generate-qr-code-of-users-in-a-connection,published,2024-07-30 06:27:39,2025-05-20 05:48:21
1382,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,10304522,Supervisor Portal- How to create Vault Password,https://oloid.help/en/articles/10304522-supervisor-portal-how-to-create-vault-password,published,2024-12-19 09:20:54,2024-12-23 14:07:54
1385,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9669597,Supervisor Portal - How to create QR code as credential for User,https://oloid.help/en/articles/9669597-supervisor-portal-how-to-create-qr-code-as-credential-for-user,published,2024-07-29 11:05:47,2024-12-19 05:29:53
1401,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9674164,Supervisor Portal - How to migrate user to a different connection,https://oloid.help/en/articles/9674164-supervisor-portal-how-to-migrate-user-to-a-different-connection,published,2024-07-30 08:38:32,2024-11-19 09:27:09
1402,Supervisor Portal,Supervisor Portal - Create &amp; Manage Users,e4gi378c,9674132,Supervisor Portal - How to invite multiple users to add face,https://oloid.help/en/articles/9674132-supervisor-portal-how-to-invite-multiple-users-to-add-face,published,2024-07-30 08:29:07,2024-11-19 09:19:15
